934	1918年	欧米・世界	近代	A	ウィルソンが十四か条の平和原則を発表する
935	1918年	欧米・世界	近代	A	スペインかぜが世界的に流行する
936	1919年	欧米・世界	近代	A	パリ講和会議が開かれる
937	1919年	欧米・世界	近代	A	ワイマール憲法が制定される
938	1920年	日本	近代	A	婦人参政権運動が日本で活発化する
939	1921年	日本	近代	B	原敬が東京駅で暗殺される
940	1922年	欧米・世界	近代	A	ワシントン海軍軍縮条約が結ばれる
941	1923年	日本	近代	B	甘粕事件が起こる
942	1924年	日本	近代	A	加藤高明内閣が成立する
943	1925年	日本	近代	A	ラジオ放送が東京・大阪・名古屋で始まる
944	1928年	日本	近代	A	普通選挙法のもとで第1回総選挙が行われる
945	1930年	日本	近代	A	金輸出解禁が実施される
946	1931年	日本	近代	B	金輸出再禁止が行われる
947	1932年	日本	近代	A	高橋財政が本格化する
948	1934年	日本	近代	B	ワシントン海軍軍縮条約の廃棄を日本が通告する
949	1936年	日本	近代	A	日独防共協定が結ばれる
950	1937年	日本	近代	A	国民精神総動員運動が始まる
951	1938年	日本	近代	B	産業報国運動が広がる
952	1940年	日本	近代	A	隣組制度が全国で整備される
953	1941年	日本	近代	A	国民学校令が施行される
954	1942年	日本	近代	B	食糧管理法が制定される
955	1943年	日本	近代	A	学徒出陣が始まる
956	1944年	日本	近代	A	学童疎開が本格化する
957	1945年	日本	近代	A	東京大空襲が起こる
958	1945年	日本	近代	A	ソ連が対日参戦する
959	1945年	日本	現代	A	GHQが五大改革を指示する
960	1945年	日本	現代	A	治安維持法が廃止される
961	1946年	日本	現代	B	天皇が人間宣言を行う
962	1946年	日本	現代	A	公職追放が進められる
963	1946年	日本	現代	B	労働関係調整法が制定される
964	1947年	日本	現代	A	地方自治法が施行される
965	1947年	日本	現代	A	独占禁止法が制定される
966	1948年	日本	現代	B	優生保護法が制定される
967	1949年	日本	現代	B	湯川秀樹が日本人初のノーベル賞を受賞する
968	1950年	日本	現代	B	レッドパージが進む
969	1951年	日本	現代	B	児童憲章が制定される
970	1953年	日本	現代	B	奄美群島が日本へ返還される
971	1954年	日本	現代	A	自衛隊法・防衛庁設置法が成立する
972	1955年	日本	現代	B	神武景気が始まる
973	1958年	日本	現代	B	東京タワーが完成する
974	1960年	日本	現代	A	安保闘争が全国に広がる
975	1961年	日本	現代	A	農業基本法が制定される
976	1963年	日本	現代	B	老人福祉法が制定される
977	1965年	日本	現代	B	いざなぎ景気が始まる
978	1968年	日本	現代	B	小笠原返還協定が発効する
979	1970年	日本	現代	B	新全国総合開発計画が進められる
980	1972年	日本	現代	B	田中角栄内閣が日本列島改造論を掲げる
981	1974年	日本	現代	B	佐藤栄作がノーベル平和賞を受賞する
982	1976年	日本	現代	A	ロッキード事件が発覚する
983	1979年	欧米・世界	現代	A	第二次石油危機が起こる
984	1980年代	日本	現代	A	日本の自動車・電機輸出が拡大する
985	1985年	日本	現代	A	男女雇用機会均等法が制定される
986	1987年	日本	現代	A	国鉄が分割民営化されJR各社が発足する
987	1988年	日本	現代	B	青函トンネルが開業する
988	1988年	日本	現代	B	瀬戸大橋が開通する
989	1990年	日本	現代	A	バブル経済の株価上昇が終わり下落へ向かう
990	1992年	欧米・世界	現代	A	地球サミットがリオデジャネイロで開かれる
991	1995年	日本	現代	A	地下鉄サリン事件が起こる
992	1997年	日本	現代	A	介護保険法が制定される
993	1998年	日本	現代	B	長野冬季オリンピックが開催される
994	2000年	日本	現代	A	介護保険制度が始まる
995	2002年	日本	現代	B	日韓共催サッカーワールドカップが開催される
996	2005年	愛知・日本	現代	B	中部国際空港が開港する
997	2010年	愛知・日本	現代	A	名古屋でCOP10が開催される
998	2012年	日本	現代	B	再生可能エネルギー固定価格買取制度が始まる
999	1999年	日本	現代	A	情報公開法が制定される
1000	2004年	日本	現代	A	裁判員法が成立する
